fill_number,first_run_number,last_run_number,duration,start_time,end_time,start_stable_beam,end_stable_beam,end_time,delivered_lumi,recorded_lumi,downtime,efficiency_lumi,peak_lumi,peak_pileup,fill_type_runtime,bunches_target,beta_star,energy,injection_scheme
8663,366618,366618,,2023-04-26 14:11:05,2023-04-26 14:17:04,,,2023-04-26 14:17:04,,,0,,,,PROTONS,,,,
8662,366616,366616,,2023-04-26 13:08:29,2023-04-26 14:11:05,,,2023-04-26 14:11:05,,,0,,,,PROTONS,,,,
8661,,,,2023-04-26 11:58:30,2023-04-26 13:08:29,,,2023-04-26 13:08:29,,,0,,,,PROTONS,,,,
8660,,,,2023-04-26 10:05:50,2023-04-26 11:58:30,,,2023-04-26 11:58:30,,,0,,,,PROTONS,,,,
8659,,,,2023-04-26 08:45:19,2023-04-26 10:05:50,,,2023-04-26 10:05:50,,,0,,,,PROTONS,,,,
8658,,,,2023-04-26 08:32:34,2023-04-26 08:45:19,,,2023-04-26 08:45:19,,,0,,,,PROTONS,,,,
8657,366594,366607,,2023-04-26 06:17:30,2023-04-26 08:32:34,,,2023-04-26 08:32:34,,,0,,,,PROTONS,,,,
8656,366536,366592,,2023-04-25 06:06:09,2023-04-26 06:17:30,,,2023-04-26 06:17:30,,,0,,,,PROTONS,,,,
8655,,,,2023-04-25 05:49:09,2023-04-25 06:06:09,,,2023-04-25 06:06:09,,,0,,,,PROTONS,,,,
8654,366531,366535,3470,2023-04-24 23:37:38,2023-04-25 05:49:09,2023-04-25 01:42:08,2023-04-25 02:39:58,2023-04-25 05:49:09,1.420537389331,1.228892569611,236,86.509,0.535665096,61.462257,PROTONS,62,120.0,6799.68,25ns_75b_62_32_62_12bpi_9inj
8653,366530,366530,,2023-04-24 21:52:07,2023-04-24 23:37:38,,,2023-04-24 23:37:38,,,0,,,,PROTONS,62,,,25ns_75b_62_32_62_12bpi_9inj
8652,,,,2023-04-24 21:00:14,2023-04-24 21:52:07,,,2023-04-24 21:52:07,,,0,,,,PROTONS,,,,
8651,,,,2023-04-24 17:59:11,2023-04-24 21:00:14,,,2023-04-24 21:00:14,,,0,,,,PROTONS,,,,
8650,,,,2023-04-24 16:47:35,2023-04-24 17:59:11,,,2023-04-24 17:59:11,,,0,,,,PROTONS,,,,
8649,,,,2023-04-24 15:44:23,2023-04-24 16:47:35,,,2023-04-24 16:47:35,,,0,,,,PROTONS,,,,
8648,366525,366529,,2023-04-24 15:24:48,2023-04-24 15:44:23,,,2023-04-24 15:44:23,,,0,,,,PROTONS,,,,
8647,366516,366524,,2023-04-24 13:48:53,2023-04-24 15:24:48,,,2023-04-24 15:24:48,,,0,,,,PROTONS,,,,
8646,366505,366515,,2023-04-24 11:12:16,2023-04-24 13:48:53,,,2023-04-24 13:48:53,,,0,,,,PROTONS,,,,
8645,366501,366504,38370,2023-04-23 22:27:36,2023-04-24 11:12:16,2023-04-24 00:31:55,2023-04-24 11:11:25,2023-04-24 11:12:16,15.816270588359,15.379804372821,39,97.24,0.534455997469,61.323525,PROTONS,62,120.0,6799.56,25ns_75b_62_32_62_12bpi_9inj
8644,366488,366500,38160,2023-04-23 09:32:07,2023-04-23 22:27:36,2023-04-23 11:49:15,2023-04-23 22:25:15,2023-04-23 22:27:36,15.500594011194,13.157507440452,5412,84.884,0.542418774,62.237173,PROTONS,62,120.0,6799.56,25ns_75b_62_32_62_12bpi_9inj
8643,366476,366486,,2023-04-23 06:30:40,2023-04-23 09:32:07,,,2023-04-23 09:32:07,,,0,,,,PROTONS,62,,,25ns_75b_62_32_62_12bpi_9inj
8642,366463,366475,31768,2023-04-22 18:10:19,2023-04-23 06:30:40,2023-04-22 20:28:56,2023-04-23 05:18:24,2023-04-23 06:30:40,12.642497668951,10.923086266719,3120,86.4,0.439525094,50.431146,PROTONS,62,120.0,6799.56,25ns_75b_62_32_62_12bpi_9inj
8641,366461,366461,,2023-04-22 17:17:41,2023-04-22 18:10:19,,,2023-04-22 18:10:19,,,0,,,,PROTONS,62,,,25ns_75b_62_32_62_12bpi_9inj
8640,366456,366460,,2023-04-22 15:03:47,2023-04-22 17:17:41,,,2023-04-22 17:17:41,,,0,,,,PROTONS,,,,
8639,366448,366454,41707,2023-04-22 01:26:16,2023-04-22 15:03:47,2023-04-22 03:35:06,2023-04-22 15:10:13,2023-04-22 15:03:47,1.717863615386,1.584062728049,2173,92.211,0.056691155,50.411795,PROTONS,8,120.0,6799.56,Single_12b_8_8_8_2018
8638,366443,366447,,2023-04-22 00:35:54,2023-04-22 01:26:16,,,2023-04-22 01:26:16,,,0,,,,PROTONS,,,,
8637,366396,366442,27232,2023-04-21 15:09:36,2023-04-22 00:35:54,2023-04-21 16:58:01,2023-04-22 00:31:53,2023-04-22 00:35:54,0.364558540011,0.305083416448,206,83.686,0.014790108,52.607565,PROTONS,2,120.0,6799.68,Single_3b_2_2_2
8636,366387,366394,,2023-04-21 11:39:05,2023-04-21 15:09:36,,,2023-04-21 15:09:36,,,0,,,,PROTONS,,,,
8635,366384,366386,,2023-04-21 10:19:03,2023-04-21 11:39:05,,,2023-04-21 11:39:05,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8634,366369,366381,,2023-04-21 06:44:31,2023-04-21 10:19:03,,,2023-04-21 10:19:03,,,0,,,,PROTONS,,,,
8633,,,,2023-04-21 06:35:07,2023-04-21 06:44:31,,,2023-04-21 06:44:31,,,0,,,,PROTONS,,,,
8632,366368,366368,,2023-04-21 06:08:07,2023-04-21 06:35:07,,,2023-04-21 06:35:07,,,0,,,,PROTONS,,,,
8631,366365,366365,,2023-04-21 05:45:11,2023-04-21 06:08:07,,,2023-04-21 06:08:07,,,0,,,,PROTONS,,,,
8630,366363,366364,,2023-04-21 03:03:13,2023-04-21 05:45:11,,,2023-04-21 05:45:11,,,0,,,,PROTONS,,,,
8629,366358,366361,,2023-04-20 22:32:58,2023-04-21 03:03:13,,,2023-04-21 03:03:13,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8628,366349,366355,,2023-04-20 19:30:37,2023-04-20 22:32:58,,,2023-04-20 22:32:58,,,0,,,,PROTONS,62,,,2nominals_10pilots_lossmaps_coll_allIPs
8627,,,,2023-04-20 17:46:52,2023-04-20 19:30:37,,,2023-04-20 19:30:37,,,0,,,,PROTONS,,,,
8626,366347,366348,,2023-04-20 16:38:42,2023-04-20 17:46:52,,,2023-04-20 17:46:52,,,0,,,,PROTONS,,,,
8625,366327,366346,,2023-04-20 12:43:37,2023-04-20 16:38:42,,,2023-04-20 16:38:42,,,0,,,,PROTONS,,,,
8624,366312,366325,,2023-04-20 09:28:16,2023-04-20 12:43:37,,,2023-04-20 12:43:37,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8623,366301,366309,,2023-04-20 08:16:27,2023-04-20 09:28:16,,,2023-04-20 09:28:16,,,0,,,,PROTONS,,,,
8622,366300,366300,,2023-04-20 06:59:37,2023-04-20 08:16:27,,,2023-04-20 08:16:27,,,0,,,,PROTONS,,,,
8621,366297,366297,,2023-04-20 05:05:11,2023-04-20 06:59:37,,,2023-04-20 06:59:37,,,0,,,,PROTONS,,,,
8620,366237,366296,,2023-04-19 02:45:57,2023-04-20 05:05:11,,,2023-04-20 05:05:11,,,0,,,,PROTONS,,,,
8619,366235,366236,,2023-04-18 23:50:54,2023-04-19 02:45:57,,,2023-04-19 02:45:57,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8618,366230,366234,,2023-04-18 21:28:13,2023-04-18 23:50:54,,,2023-04-18 23:50:54,,,0,,,,PROTONS,,,,
8617,,,,2023-04-18 19:49:09,2023-04-18 21:28:13,,,2023-04-18 21:28:13,,,0,,,,PROTONS,,,,
8616,366199,366228,,2023-04-18 04:10:33,2023-04-18 19:49:09,,,2023-04-18 19:49:09,,,0,,,,PROTONS,,,,
8615,366195,366198,,2023-04-18 01:34:35,2023-04-18 04:10:33,,,2023-04-18 04:10:33,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8614,366169,366194,,2023-04-17 07:30:37,2023-04-18 01:34:35,,,2023-04-18 01:34:35,,,0,,,,PROTONS,1,,,2nominals_10pilots_RomanPot_Alignment
8613,,,,2023-04-17 07:16:05,2023-04-17 07:30:37,,,2023-04-17 07:30:37,,,0,,,,PROTONS,,,,
8612,366160,366163,,2023-04-17 04:14:30,2023-04-17 07:16:05,,,2023-04-17 07:16:05,,,0,,,,PROTONS,,,,
8611,366154,366159,,2023-04-16 20:36:46,2023-04-17 04:14:30,,,2023-04-17 04:14:30,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8610,366144,366153,,2023-04-16 14:22:24,2023-04-16 20:36:46,,,2023-04-16 20:36:46,,,0,,,,PROTONS,1,,,Single_42b_0_0_0_noHOnoLR
8609,366139,366142,,2023-04-16 07:13:39,2023-04-16 14:22:24,,,2023-04-16 14:22:24,,,0,,,,PROTONS,2,,,Single_3b_1_1_1_1ncWitness
8608,,,,2023-04-16 06:58:14,2023-04-16 07:13:39,,,2023-04-16 07:13:39,,,0,,,,PROTONS,,,,
8607,366136,366138,,2023-04-16 03:19:53,2023-04-16 06:58:14,,,2023-04-16 06:58:14,,,0,,,,PROTONS,,,,
8606,366134,366135,,2023-04-16 01:23:36,2023-04-16 03:19:53,,,2023-04-16 03:19:53,,,0,,,,PROTONS,,,,
8605,366128,366132,,2023-04-15 23:06:13,2023-04-16 01:23:36,,,2023-04-16 01:23:36,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8604,366124,366127,,2023-04-15 21:16:37,2023-04-15 23:06:13,,,2023-04-15 23:06:13,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8603,,,,2023-04-15 20:08:38,2023-04-15 21:16:37,,,2023-04-15 21:16:37,,,0,,,,PROTONS,,,,
8602,,,,2023-04-15 17:33:56,2023-04-15 20:08:38,,,2023-04-15 20:08:38,,,0,,,,PROTONS,,,,
8601,366119,366121,,2023-04-15 13:53:42,2023-04-15 17:33:56,,,2023-04-15 17:33:56,,,0,,,,PROTONS,,,,
8600,366113,366116,,2023-04-15 12:43:07,2023-04-15 13:53:42,,,2023-04-15 13:53:42,,,0,,,,PROTONS,,,,
8599,366109,366112,,2023-04-15 10:16:09,2023-04-15 12:43:07,,,2023-04-15 12:43:07,,,0,,,,PROTONS,1,,,Single_2b_1_1_1_pilot
8598,,,,2023-04-15 08:24:42,2023-04-15 10:16:09,,,2023-04-15 10:16:09,,,0,,,,PROTONS,,,,
8597,,,,2023-04-15 07:39:55,2023-04-15 08:24:42,,,2023-04-15 08:24:42,,,0,,,,PROTONS,,,,
8596,,,,2023-04-15 07:05:59,2023-04-15 07:39:55,,,2023-04-15 07:39:55,,,0,,,,PROTONS,,,,
8595,,,,2023-04-15 05:46:00,2023-04-15 07:05:59,,,2023-04-15 07:05:59,,,0,,,,PROTONS,,,,
8594,,,,2023-04-15 04:50:45,2023-04-15 05:46:00,,,2023-04-15 05:46:00,,,0,,,,PROTONS,,,,
8593,366103,366103,,2023-04-15 03:42:43,2023-04-15 04:50:45,,,2023-04-15 04:50:45,,,0,,,,PROTONS,,,,
8592,366098,366102,,2023-04-15 00:13:18,2023-04-15 03:42:43,,,2023-04-15 03:42:43,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8591,,,,2023-04-14 23:50:40,2023-04-15 00:13:18,,,2023-04-15 00:13:18,,,0,,,,PROTONS,,,,
8590,,,,2023-04-14 18:08:07,2023-04-14 23:50:40,,,2023-04-14 23:50:40,,,0,,,,PROTONS,,,,
8589,,,,2023-04-14 16:17:34,2023-04-14 18:08:07,,,2023-04-14 18:08:07,,,0,,,,PROTONS,,,,
8588,366094,366094,,2023-04-14 14:27:57,2023-04-14 16:17:34,,,2023-04-14 16:17:34,,,0,,,,PROTONS,,,,
8587,366088,366093,,2023-04-14 13:13:23,2023-04-14 14:27:57,,,2023-04-14 14:27:57,,,0,,,,PROTONS,,,,
8586,,,,2023-04-14 05:10:05,2023-04-14 13:13:23,,,2023-04-14 13:13:23,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8585,,,,2023-04-13 22:25:33,2023-04-14 05:10:05,,,2023-04-14 05:10:05,,,0,,,,PROTONS,,,,
8584,,,,2023-04-13 17:50:07,2023-04-13 22:25:33,,,2023-04-13 22:25:33,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8583,,,,2023-04-13 15:17:46,2023-04-13 17:50:07,,,2023-04-13 17:50:07,,,0,,,,PROTONS,,,,
8582,366040,366050,,2023-04-13 06:56:08,2023-04-13 15:17:46,,,2023-04-13 15:17:46,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8581,366039,366039,,2023-04-13 06:43:59,2023-04-13 06:56:08,,,2023-04-13 06:56:08,,,0,,,,PROTONS,,,,
8580,366034,366035,14235,2023-04-13 00:53:02,2023-04-13 06:43:59,2023-04-13 02:31:35,2023-04-13 06:28:50,2023-04-13 06:43:59,0.001046673394,0.001002295144,38,95.76,1.04761E-4,0.572245,PROTONS,,1100.0,450.0,
8579,366025,366033,,2023-04-12 20:39:28,2023-04-13 00:53:02,,,2023-04-13 00:53:02,,,0,,,,PROTONS,8,,,Single_42b_0_0_0_noHOnoLR
8578,366021,366024,,2023-04-12 19:13:34,2023-04-12 20:39:28,,,2023-04-12 20:39:28,,,0,,,,PROTONS,,,,
8577,366020,366020,,2023-04-12 15:21:07,2023-04-12 19:13:34,,,2023-04-12 19:13:34,,,0,,,,PROTONS,,,,
8576,366017,366018,,2023-04-12 13:44:13,2023-04-12 15:21:07,,,2023-04-12 15:21:07,,,0,,,,PROTONS,,,,
8575,,,,2023-04-12 13:29:09,2023-04-12 13:44:13,,,2023-04-12 13:44:13,,,0,,,,PROTONS,,,,
8574,365978,366013,,2023-04-12 00:29:17,2023-04-12 13:29:09,,,2023-04-12 13:29:09,,,0,,,,PROTONS,,,,
8573,365977,365977,,2023-04-11 19:40:20,2023-04-12 00:29:17,,,2023-04-12 00:29:17,,,0,,,,PROTONS,,,,
8572,365976,365976,,2023-04-11 18:10:02,2023-04-11 19:40:20,,,2023-04-11 19:40:20,,,0,,,,PROTONS,,,,
8571,365949,365974,,2023-04-11 02:10:55,2023-04-11 18:10:02,,,2023-04-11 18:10:02,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8570,365946,365948,,2023-04-11 00:42:36,2023-04-11 02:10:55,,,2023-04-11 02:10:55,,,0,,,,PROTONS,0,,,Single_3b_0_2_2
8569,365938,365944,,2023-04-10 18:42:43,2023-04-11 00:42:36,,,2023-04-11 00:42:36,,,0,,,,PROTONS,0,,,Single_3b_0_2_2
8568,365928,365936,,2023-04-10 12:39:13,2023-04-10 18:42:43,,,2023-04-10 18:42:43,,,0,,,,PROTONS,1,,,Single_2b_1_1_1_pilot
8567,365924,365927,,2023-04-10 08:38:54,2023-04-10 12:39:13,,,2023-04-10 12:39:13,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8566,365919,365922,,2023-04-10 04:31:28,2023-04-10 08:38:54,,,2023-04-10 08:38:54,,,0,,,,PROTONS,,,,
8565,365915,365918,,2023-04-10 02:33:28,2023-04-10 04:31:28,,,2023-04-10 04:31:28,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8564,365910,365914,,2023-04-09 22:16:05,2023-04-10 02:33:28,,,2023-04-10 02:33:28,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8563,365902,365907,,2023-04-09 20:20:12,2023-04-09 22:16:05,,,2023-04-09 22:16:05,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8562,365900,365901,,2023-04-09 18:16:36,2023-04-09 20:20:12,,,2023-04-09 20:20:12,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8561,365898,365899,,2023-04-09 16:33:33,2023-04-09 18:16:36,,,2023-04-09 18:16:36,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8560,365895,365896,,2023-04-09 15:36:19,2023-04-09 16:33:33,,,2023-04-09 16:33:33,,,0,,,,PROTONS,8,,,Single_42b_0_0_0_noHOnoLR
8559,365879,365889,21095,2023-04-09 08:30:29,2023-04-09 15:36:19,2023-04-09 09:08:05,2023-04-09 14:59:40,2023-04-09 15:36:19,0.001410376712,0.001227208164,0,87.013,1.2767E-4,0.110926,PROTONS,,1100.0,450.0,
8558,365873,365878,3647,2023-04-09 05:41:20,2023-04-09 08:30:29,2023-04-09 07:00:26,2023-04-09 08:01:13,2023-04-09 08:30:29,5.17395533E-4,4.541208E-4,0,87.771,1.4164E-4,0.120469,PROTONS,,1100.0,450.0,
8557,365867,365872,,2023-04-08 17:23:11,2023-04-09 05:41:20,,,2023-04-09 05:41:20,,,0,,,,PROTONS,,,,
8556,,,,2023-04-08 15:28:59,2023-04-08 17:23:11,,,2023-04-08 17:23:11,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8555,365861,365866,,2023-04-08 10:27:52,2023-04-08 15:28:59,,,2023-04-08 15:28:59,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8554,365858,365858,,2023-04-08 09:46:54,2023-04-08 10:27:52,,,2023-04-08 10:27:52,,,0,,,,PROTONS,,,,
8553,,,,2023-04-08 08:23:15,2023-04-08 09:46:54,,,2023-04-08 09:46:54,,,0,,,,PROTONS,,,,
8552,365855,365855,,2023-04-08 06:12:13,2023-04-08 08:23:15,,,2023-04-08 08:23:15,,,0,,,,PROTONS,,,,
8551,365847,365853,,2023-04-07 23:35:33,2023-04-08 06:12:13,,,2023-04-08 06:12:13,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8550,365824,365845,36154,2023-04-07 11:30:44,2023-04-07 23:35:33,2023-04-07 13:13:35,2023-04-07 23:16:09,2023-04-07 23:35:33,0.002203672056,0.00191768744,2801,87.022,1.44168E-4,0.127962,PROTONS,,1100.0,450.0,
8549,365809,365809,,2023-04-07 08:36:27,2023-04-07 11:30:44,,,2023-04-07 11:30:44,,,0,,,,PROTONS,,,,
8548,365798,365799,,2023-04-07 06:03:40,2023-04-07 08:36:27,,,2023-04-07 08:36:27,,,0,,,,PROTONS,,,,
8547,365796,365797,,2023-04-07 04:58:44,2023-04-07 06:03:40,,,2023-04-07 06:03:40,,,0,,,,PROTONS,,,,
8546,,,,2023-04-07 04:40:22,2023-04-07 04:58:44,,,2023-04-07 04:58:44,,,0,,,,PROTONS,,,,
8545,365791,365794,,2023-04-07 02:41:43,2023-04-07 04:40:22,,,2023-04-07 04:40:22,,,0,,,,PROTONS,,,,
8544,365783,365790,,2023-04-06 18:35:30,2023-04-07 02:41:43,,,2023-04-07 02:41:43,,,0,,,,PROTONS,2,,,Single_42b_0_0_0_noHOnoLR
8543,,,,2023-04-06 18:19:01,2023-04-06 18:35:30,,,2023-04-06 18:35:30,,,0,,,,PROTONS,,,,
8542,365767,365777,7143,2023-04-06 12:29:50,2023-04-06 18:19:01,2023-04-06 15:05:04,2023-04-06 17:04:07,2023-04-06 18:19:01,1.90375968E-4,1.7748406E-4,55,93.228,3.0811E-5,0.095132,PROTONS,,1100.0,450.0,
8541,365758,365765,5473,2023-04-06 09:56:20,2023-04-06 12:29:50,2023-04-06 10:51:30,2023-04-06 12:22:43,2023-04-06 12:29:50,1.85951898E-4,1.48584628E-4,272,79.905,5.95187E-4,2.117046,PROTONS,,1100.0,450.0,
8540,365748,365757,6812,2023-04-06 06:20:56,2023-04-06 09:56:20,2023-04-06 07:39:21,2023-04-06 09:32:53,2023-04-06 09:56:20,2.46839719E-4,2.10338528E-4,485,85.213,3.2876E-5,0.116939,PROTONS,,1100.0,449.88,
8539,365738,365744,,2023-04-06 02:34:33,2023-04-06 06:20:56,,,2023-04-06 06:20:56,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8538,365735,365736,,2023-04-06 01:18:48,2023-04-06 02:34:33,,,2023-04-06 02:34:33,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8537,,,,2023-04-06 00:17:59,2023-04-06 01:18:48,,,2023-04-06 01:18:48,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8536,365724,365733,,2023-04-05 21:44:00,2023-04-06 00:17:59,,,2023-04-06 00:17:59,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8535,,,,2023-04-05 21:27:59,2023-04-05 21:44:00,,,2023-04-05 21:44:00,,,0,,,,PROTONS,,,,
8534,365718,365718,,2023-04-05 17:09:06,2023-04-05 21:27:59,,,2023-04-05 21:27:59,,,0,,,,PROTONS,,,,
8533,365712,365717,,2023-04-05 14:02:55,2023-04-05 17:09:06,,,2023-04-05 17:09:06,,,0,,,,PROTONS,,,,
8532,365710,365710,,2023-04-05 12:52:49,2023-04-05 14:02:55,,,2023-04-05 14:02:55,,,0,,,,PROTONS,,,,
8531,365694,365709,,2023-04-05 09:56:28,2023-04-05 12:52:49,,,2023-04-05 12:52:49,,,0,,,,PROTONS,,,,
8530,,,,2023-04-05 06:58:35,2023-04-05 09:56:28,,,2023-04-05 09:56:28,,,0,,,,PROTONS,,,,
8529,,,,2023-04-05 05:28:48,2023-04-05 06:58:35,,,2023-04-05 06:58:35,,,0,,,,PROTONS,,,,
8528,365688,365688,,2023-04-05 04:11:39,2023-04-05 05:28:48,,,2023-04-05 05:28:48,,,0,,,,PROTONS,,,,
8527,365687,365687,,2023-04-05 03:45:52,2023-04-05 04:11:39,,,2023-04-05 04:11:39,,,0,,,,PROTONS,,,,
8526,365678,365686,,2023-04-04 23:20:21,2023-04-05 03:45:52,,,2023-04-05 03:45:52,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8525,365671,365677,,2023-04-04 20:05:03,2023-04-04 23:20:21,,,2023-04-04 23:20:21,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8524,365667,365669,,2023-04-04 16:00:32,2023-04-04 20:05:03,,,2023-04-04 20:05:03,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8523,,,,2023-04-04 15:45:47,2023-04-04 16:00:32,,,2023-04-04 16:00:32,,,0,,,,PROTONS,,,,
8522,365600,365665,,2023-04-01 20:58:37,2023-04-04 15:45:47,,,2023-04-04 15:45:47,,,0,,,,PROTONS,,,,
8521,365587,365599,,2023-04-01 04:13:59,2023-04-01 20:58:37,,,2023-04-01 20:58:37,,,0,,,,PROTONS,1,,,Single_42b_0_0_0_noHOnoLR
8520,365583,365583,,2023-04-01 02:05:05,2023-04-01 04:13:59,,,2023-04-01 04:13:59,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8519,365577,365581,,2023-03-31 19:51:27,2023-04-01 02:05:05,,,2023-04-01 02:05:05,,,0,,,,PROTONS,,,,
8518,,,,2023-03-31 18:55:11,2023-03-31 19:51:27,,,2023-03-31 19:51:27,,,0,,,,PROTONS,,,,
8517,365541,365575,,2023-03-31 08:34:32,2023-03-31 18:55:11,,,2023-03-31 18:55:11,,,0,,,,PROTONS,,,,
8516,365537,365537,,2023-03-31 04:13:14,2023-03-31 08:34:32,,,2023-03-31 08:34:32,,,0,,,,PROTONS,,,,
8515,365531,365534,,2023-03-31 02:26:35,2023-03-31 04:13:14,,,2023-03-31 04:13:14,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8514,365529,365530,,2023-03-30 21:47:45,2023-03-31 02:26:35,,,2023-03-31 02:26:35,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8513,365526,365527,,2023-03-30 20:24:39,2023-03-30 21:47:45,,,2023-03-30 21:47:45,,,0,,,,PROTONS,,,,
8512,365523,365525,,2023-03-30 17:01:33,2023-03-30 20:24:39,,,2023-03-30 20:24:39,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8511,365520,365522,,2023-03-30 14:05:13,2023-03-30 17:01:33,,,2023-03-30 17:01:33,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8510,365502,365502,,2023-03-30 11:01:40,2023-03-30 14:05:13,,,2023-03-30 14:05:13,,,0,,,,PROTONS,,,,
8509,365490,365494,,2023-03-30 09:11:22,2023-03-30 11:01:40,,,2023-03-30 11:01:40,,,0,,,,PROTONS,,,,
8508,365489,365489,,2023-03-30 07:19:03,2023-03-30 09:11:22,,,2023-03-30 09:11:22,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8507,,,,2023-03-30 06:07:26,2023-03-30 07:19:03,,,2023-03-30 07:19:03,,,0,,,,PROTONS,,,,
8506,365486,365486,,2023-03-29 22:26:21,2023-03-30 06:07:26,,,2023-03-30 06:07:26,,,0,,,,PROTONS,,,,
8505,365479,365485,,2023-03-29 15:16:57,2023-03-29 22:26:21,,,2023-03-29 22:26:21,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8504,365469,365470,,2023-03-29 12:30:33,2023-03-29 15:16:57,,,2023-03-29 15:16:57,,,0,,,,PROTONS,,,,
8503,365458,365465,,2023-03-29 10:43:38,2023-03-29 12:30:33,,,2023-03-29 12:30:33,,,0,,,,PROTONS,,,,
8502,365449,365457,,2023-03-29 09:31:30,2023-03-29 10:43:38,,,2023-03-29 10:43:38,,,0,,,,PROTONS,,,,
8501,365373,365448,,2023-03-28 07:04:56,2023-03-29 09:31:30,,,2023-03-29 09:31:30,,,0,,,,PROTONS,,,,
8500,365369,365369,,2023-03-28 06:29:47,2023-03-28 07:04:56,,,2023-03-28 07:04:56,,,0,,,,PROTONS,,,,
8499,,,,2023-03-27 17:49:47,2023-03-28 06:29:47,,,2023-03-28 06:29:47,,,0,,,,PROTONS,2640,,,25ns_2653b_2640_2086_2204_240bpi_13inj_1INDIV
8498,364699,365368,,2023-03-14 16:40:19,2023-03-27 17:49:47,,,2023-03-27 17:49:47,,,183332,,,,PROTONS,,,,
8497,362816,364695,,2022-11-28 10:01:21,2023-03-14 16:40:19,,,2023-03-14 16:40:19,0.00157838951,0.0,972,0.0,0.067709265,0.0,PROTONS,2450,580.0,450.0,25ns_2413b_2400_1836_1845_240bpi_12inj_1INDIV
8496,362755,362782,24419,2022-11-27 16:36:57,2022-11-28 10:01:21,2022-11-27 22:14:02,2022-11-28 05:01:01,2022-11-28 10:01:21,424.570648138842,387.729104714112,1185,91.323,18.760928516,56.124091,PROTONS,2378,60.0,6799.44,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV
8495,362749,362754,,2022-11-27 14:08:44,2022-11-27 16:36:57,,,2022-11-27 16:36:57,,,0,,,,PROTONS,2378,,,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV
8494,362747,362748,,2022-11-27 12:22:01,2022-11-27 14:08:44,,,2022-11-27 14:08:44,,,0,,,,PROTONS,2378,,,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV
8493,362744,362746,,2022-11-27 11:24:38,2022-11-27 12:22:01,,,2022-11-27 12:22:01,,,0,,,,PROTONS,,,,
8492,,,,2022-11-27 11:02:52,2022-11-27 11:24:38,,,2022-11-27 11:24:38,,,0,,,,PROTONS,,,,
