fill_number,first_run_number,last_run_number,duration,start_time,end_time,start_stable_beam,end_stable_beam,end_time,delivered_lumi,recorded_lumi,downtime,efficiency_lumi,peak_lumi,peak_pileup,fill_type_runtime,bunches_target,beta_star,energy,injection_scheme
8811,367788,367791,3862,2023-05-22 01:21:44,2023-05-22 04:15:54,2023-05-22 02:54:21,2023-05-22 03:58:43,2023-05-22 04:15:54,56.906215780721,51.112480230839,219,89.819,20.313879688,61.207371,PROTONS,2361,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8810,,,,2023-05-22 00:57:56,2023-05-22 01:21:44,,,2023-05-22 01:21:44,,,0,,,,PROTONS,,,,
8809,367785,367786,,2023-05-21 23:45:32,2023-05-22 00:57:56,,,2023-05-22 00:57:56,,,0,,,,PROTONS,,,,
8808,367774,367784,,2023-05-21 16:21:54,2023-05-21 23:45:32,,,2023-05-21 23:45:32,,,0,,,,PROTONS,,,,
8807,367770,367772,6051,2023-05-21 13:12:34,2023-05-21 16:21:54,2023-05-21 14:38:57,2023-05-21 16:19:48,2023-05-21 16:21:54,99.276148678663,88.009222807507,366,88.651,20.627149089,62.15128,PROTONS,2361,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8806,,,,2023-05-21 12:45:02,2023-05-21 13:12:34,,,2023-05-21 13:12:34,,,0,,,,PROTONS,,,,
8805,367759,367767,,2023-05-21 08:29:04,2023-05-21 12:45:02,,,2023-05-21 12:45:02,,,0,,,,PROTONS,,,,
8804,367758,367758,16781,2023-05-21 02:06:12,2023-05-21 08:29:04,2023-05-21 03:46:27,2023-05-21 08:26:08,2023-05-21 08:29:04,293.308505308181,276.576446476013,157,94.295,19.262733073,58.040181,PROTONS,2361,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8803,,,,2023-05-21 00:58:54,2023-05-21 02:06:12,,,2023-05-21 02:06:12,,,0,,,,PROTONS,,,,
8802,,,,2023-05-21 00:25:46,2023-05-21 00:58:54,,,2023-05-21 00:58:54,,,0,,,,PROTONS,,,,
8801,,,,2023-05-20 23:40:52,2023-05-21 00:25:46,,,2023-05-21 00:25:46,,,0,,,,PROTONS,,,,
8800,,,,2023-05-20 23:13:48,2023-05-20 23:40:52,,,2023-05-20 23:40:52,,,0,,,,PROTONS,,,,
8799,,,,2023-05-20 22:40:16,2023-05-20 23:13:48,,,2023-05-20 23:13:48,,,0,,,,PROTONS,,,,
8798,367756,367756,,2023-05-20 21:24:51,2023-05-20 22:40:16,,,2023-05-20 22:40:16,,,0,,,,PROTONS,,,,
8797,,,,2023-05-20 19:19:24,2023-05-20 21:24:51,,,2023-05-20 21:24:51,,,0,,,,PROTONS,,,,
8796,367741,367754,9512,2023-05-20 01:43:26,2023-05-20 19:19:24,2023-05-20 03:15:40,2023-05-20 05:54:12,2023-05-20 19:19:24,163.845458914487,155.021748333,159,94.615,19.388729036,58.419817,PROTONS,2361,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8795,367740,367740,,2023-05-20 00:16:40,2023-05-20 01:43:26,,,2023-05-20 01:43:26,,,0,,,,PROTONS,,,,
8794,367728,367739,12210,2023-05-19 16:19:13,2023-05-20 00:16:40,2023-05-19 17:39:36,2023-05-19 21:03:06,2023-05-20 00:16:40,208.495839914287,192.717375877625,407,92.432,19.487183073,58.716468,PROTONS,2361,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8793,367723,367727,,2023-05-19 15:08:43,2023-05-19 16:19:13,,,2023-05-19 16:19:13,,,0,,,,PROTONS,,,,
8792,,,,2023-05-19 13:44:02,2023-05-19 15:08:43,,,2023-05-19 15:08:43,,,0,,,,PROTONS,,,,
8791,,,,2023-05-19 13:22:20,2023-05-19 13:44:02,,,2023-05-19 13:44:02,,,0,,,,PROTONS,,,,
8790,367719,367721,,2023-05-19 12:18:22,2023-05-19 13:22:20,,,2023-05-19 13:22:20,,,0,,,,PROTONS,,,,
8789,,,,2023-05-19 10:04:48,2023-05-19 12:18:22,,,2023-05-19 12:18:22,,,0,,,,PROTONS,2361,,,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8788,367710,367718,,2023-05-19 07:10:40,2023-05-19 10:04:48,,,2023-05-19 10:04:48,,,0,,,,PROTONS,,,,
8787,367704,367709,,2023-05-19 05:08:09,2023-05-19 07:10:40,,,2023-05-19 07:10:40,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8786,367680,367702,55868,2023-05-18 07:40:44,2023-05-19 05:08:09,2023-05-18 12:44:49,2023-05-19 04:15:57,2023-05-19 05:08:09,799.847523974178,709.469851916475,4073,88.701,19.92859388,60.046474,PROTONS,2361,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8785,367674,367679,,2023-05-18 04:05:41,2023-05-18 07:40:44,,,2023-05-18 07:40:44,,,0,,,,PROTONS,,,,
8784,367657,367667,17375,2023-05-17 18:54:23,2023-05-18 04:05:41,2023-05-17 22:24:03,2023-05-18 03:13:38,2023-05-18 04:05:41,308.422846318362,262.668559594077,1764,85.165,19.665947656,59.255099,PROTONS,,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8783,367642,367656,,2023-05-17 14:28:45,2023-05-17 18:54:23,,,2023-05-17 18:54:23,,,0,,,,PROTONS,,,,
8782,367612,367622,33499,2023-05-16 22:46:04,2023-05-17 14:28:45,2023-05-17 02:48:27,2023-05-17 12:06:46,2023-05-17 14:28:45,553.359496421825,498.731282778006,1346,90.128,20.271909896,61.080912,PROTONS,2361,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8781,,,,2023-05-16 22:43:07,2023-05-16 22:46:04,,,2023-05-16 22:46:04,,,0,,,,PROTONS,,,,
8780,367607,367610,,2023-05-16 20:17:11,2023-05-16 22:43:07,,,2023-05-16 22:43:07,,,0,,,,PROTONS,2361,,,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8779,367599,367606,,2023-05-16 19:27:54,2023-05-16 20:17:11,,,2023-05-16 20:17:11,,,0,,,,PROTONS,,,,
8778,367579,367597,21960,2023-05-16 09:33:13,2023-05-16 19:27:54,2023-05-16 12:45:56,2023-05-16 18:51:56,2023-05-16 19:27:54,0.499492214858,0.430213858549,1597,86.13,0.143932129,28.726919,PROTONS,9,120.0,6799.56,Single_12b_9_1_3_BSRT_2023_with_pilot
8777,367574,367578,,2023-05-16 08:01:51,2023-05-16 09:33:13,,,2023-05-16 09:33:13,,,0,,,,PROTONS,,,,
8776,367557,367573,,2023-05-16 05:15:03,2023-05-16 08:01:51,,,2023-05-16 08:01:51,,,0,,,,PROTONS,,,,
8775,367546,367556,22835,2023-05-15 20:17:31,2023-05-16 05:15:03,2023-05-15 22:20:44,2023-05-16 04:41:19,2023-05-16 05:15:03,417.932436249756,389.842038263917,681,93.279,20.404326302,61.479894,PROTONS,2361,120.0,6799.68,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8774,367540,367542,,2023-05-15 19:30:54,2023-05-15 20:17:31,,,2023-05-15 20:17:31,,,0,,,,PROTONS,,,,
8773,367505,367539,44034,2023-05-15 01:13:30,2023-05-15 19:30:54,2023-05-15 05:37:23,2023-05-15 17:51:17,2023-05-15 19:30:54,707.365999373942,649.873526775766,1929,91.872,20.407539193,61.489575,PROTONS,2361,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8772,367482,367503,,2023-05-14 22:52:55,2023-05-15 01:13:30,,,2023-05-15 01:13:30,,,0,,,,PROTONS,2361,,,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8771,367472,367477,44322,2023-05-14 09:01:22,2023-05-14 22:52:55,2023-05-14 10:32:23,2023-05-14 22:51:05,2023-05-14 22:52:55,673.503436203687,624.729496771181,1089,92.758,20.290823958,61.137902,PROTONS,2361,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8770,367471,367471,,2023-05-14 07:46:39,2023-05-14 09:01:22,,,2023-05-14 09:01:22,,,0,,,,PROTONS,,,,
8769,,,,2023-05-14 06:15:26,2023-05-14 07:46:39,,,2023-05-14 07:46:39,,,0,,,,PROTONS,,,,
8768,,,,2023-05-14 05:41:34,2023-05-14 06:15:26,,,2023-05-14 06:15:26,,,0,,,,PROTONS,,,,
8767,367468,367470,,2023-05-14 02:35:23,2023-05-14 05:41:34,,,2023-05-14 05:41:34,,,0,,,,PROTONS,,,,
8766,,,,2023-05-14 01:22:33,2023-05-14 02:35:23,,,2023-05-14 02:35:23,,,0,,,,PROTONS,,,,
8765,367465,367467,,2023-05-13 20:06:58,2023-05-14 01:22:33,,,2023-05-14 01:22:33,,,0,,,,PROTONS,,,,
8764,,,,2023-05-13 19:55:25,2023-05-13 20:06:58,,,2023-05-13 20:06:58,,,0,,,,PROTONS,,,,
8763,367455,367464,,2023-05-13 16:43:48,2023-05-13 19:55:25,,,2023-05-13 19:55:25,,,0,,,,PROTONS,,,,
8762,367445,367452,,2023-05-13 13:02:59,2023-05-13 16:43:48,,,2023-05-13 16:43:48,,,0,,,,PROTONS,,,,
8761,367443,367444,,2023-05-13 11:32:56,2023-05-13 13:02:59,,,2023-05-13 13:02:59,,,0,,,,PROTONS,,,,
8760,367440,367442,,2023-05-13 10:29:11,2023-05-13 11:32:56,,,2023-05-13 11:32:56,,,0,,,,PROTONS,,,,
8759,367436,367439,,2023-05-13 08:56:19,2023-05-13 10:29:11,,,2023-05-13 10:29:11,,,0,,,,PROTONS,,,,
8758,367435,367435,,2023-05-13 08:03:52,2023-05-13 08:56:19,,,2023-05-13 08:56:19,,,0,,,,PROTONS,,,,
8757,367433,367434,,2023-05-13 07:08:55,2023-05-13 08:03:52,,,2023-05-13 08:03:52,,,0,,,,PROTONS,,,,
8756,367430,367432,,2023-05-13 06:23:16,2023-05-13 07:08:55,,,2023-05-13 07:08:55,,,0,,,,PROTONS,,,,
8755,367418,367427,,2023-05-13 04:19:04,2023-05-13 06:23:16,,,2023-05-13 06:23:16,,,0,,,,PROTONS,,,,
8754,367401,367417,48437,2023-05-12 12:08:10,2023-05-13 04:19:04,2023-05-12 14:37:24,2023-05-13 04:04:41,2023-05-13 04:19:04,715.859083555271,655.867319631139,2666,91.62,20.377380208,61.398705,PROTONS,2361,120.0,6799.68,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8753,367363,367400,,2023-05-12 06:15:40,2023-05-12 12:08:10,,,2023-05-12 12:08:10,,,0,,,,PROTONS,,,,
8752,367360,367362,,2023-05-12 03:20:30,2023-05-12 06:15:40,,,2023-05-12 06:15:40,,,0,,,,PROTONS,2361,,,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8751,367358,367358,,2023-05-12 01:44:11,2023-05-12 03:20:30,,,2023-05-12 03:20:30,,,0,,,,PROTONS,,,,
8750,367354,367357,151,2023-05-11 23:33:17,2023-05-12 01:44:11,2023-05-12 01:29:43,2023-05-12 01:32:14,2023-05-12 01:44:11,4.085016094753,3.77508511754,23,92.413,10.448113737,31.481016,PROTONS,2361,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8749,367347,367353,,2023-05-11 21:59:01,2023-05-11 23:33:17,,,2023-05-11 23:33:17,,,0,,,,PROTONS,2361,,,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8748,,,,2023-05-11 21:22:10,2023-05-11 21:59:01,,,2023-05-11 21:59:01,,,0,,,,PROTONS,,,,
8747,367342,367345,,2023-05-11 19:45:41,2023-05-11 21:22:10,,,2023-05-11 21:22:10,,,0,,,,PROTONS,,,,
8746,367329,367337,36295,2023-05-11 07:55:33,2023-05-11 19:45:41,2023-05-11 09:39:49,2023-05-11 19:44:44,2023-05-11 19:45:41,481.098468818831,446.992482727931,1186,92.911,19.410986589,58.486881,PROTONS,2361,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV
8745,367328,367328,,2023-05-11 07:27:28,2023-05-11 07:55:33,,,2023-05-11 07:55:33,,,0,,,,PROTONS,,,,
8744,,,,2023-05-11 06:56:49,2023-05-11 07:27:28,,,2023-05-11 07:27:28,,,0,,,,PROTONS,,,,
8743,367326,367326,,2023-05-11 06:22:03,2023-05-11 06:56:49,,,2023-05-11 06:56:49,,,0,,,,PROTONS,,,,
8742,367318,367322,,2023-05-11 03:18:19,2023-05-11 06:22:03,,,2023-05-11 06:22:03,,,0,,,,PROTONS,,,,
8741,367305,367316,27351,2023-05-10 16:49:18,2023-05-11 03:18:19,2023-05-10 19:22:59,2023-05-11 02:58:50,2023-05-11 03:18:19,300.705257578652,274.416177898742,776,91.258,16.176697396,60.888447,PROTONS,,120.0,6799.56,25ns_1903b_1890_1099_1160_236bpi_12inj_hybrid_3INDIV
8740,367281,367304,,2023-05-10 13:05:37,2023-05-10 16:49:18,,,2023-05-10 16:49:18,,,0,,,,PROTONS,,,,
8739,367266,367271,33992,2023-05-10 01:28:11,2023-05-10 13:05:37,2023-05-10 03:36:26,2023-05-10 13:02:58,2023-05-10 13:05:37,421.43760212569,382.466626762512,2001,90.753,15.497659115,61.079536,PROTONS,1805,120.0,6799.56,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns
8738,367253,367265,32235,2023-05-09 13:20:36,2023-05-10 01:28:11,2023-05-09 16:05:53,2023-05-10 01:03:08,2023-05-10 01:28:11,411.909651282657,368.636283943135,1905,89.494,15.534838151,61.226067,PROTONS,1805,120.0,6799.56,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns
8737,367247,367252,,2023-05-09 10:20:55,2023-05-09 13:20:36,,,2023-05-09 13:20:36,,,0,,,,PROTONS,1805,,,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns
8736,367227,367234,43594,2023-05-08 19:06:51,2023-05-09 10:20:55,2023-05-08 21:45:37,2023-05-09 09:52:11,2023-05-09 10:20:55,585.043690469372,540.011618878767,2287,92.303,15.579205273,61.400928,PROTONS,1805,120.0,6799.68,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns
8735,367210,367225,,2023-05-08 14:06:59,2023-05-08 19:06:51,,,2023-05-08 19:06:51,,,0,,,,PROTONS,1805,,,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns
8734,,,,2023-05-08 14:06:03,2023-05-08 14:06:59,,,2023-05-08 14:06:59,,,0,,,,PROTONS,,,,
8733,367172,367207,,2023-05-08 09:40:02,2023-05-08 14:06:03,,,2023-05-08 14:06:03,,,0,,,,PROTONS,,,,
8732,367146,367170,,2023-05-08 08:02:45,2023-05-08 09:40:02,,,2023-05-08 09:40:02,,,0,,,,PROTONS,,,,
8731,367115,367144,26634,2023-05-07 18:43:43,2023-05-08 08:02:45,2023-05-07 20:41:47,2023-05-08 04:05:41,2023-05-08 08:02:45,339.813757300802,289.453879660489,3313,85.18,16.792533203,66.182911,PROTONS,1805,120.0,6799.56,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns
8730,367105,367112,40690,2023-05-07 04:35:35,2023-05-07 18:43:43,2023-05-07 07:23:23,2023-05-07 18:41:33,2023-05-07 18:43:43,324.586670520685,306.321657355437,701,94.373,10.440921549,64.587406,PROTONS,1150,120.0,6799.56,25ns_1163b_1150_773_941_164bpi_11inj_hybrid_3INDIV_bs250ns
8729,367098,367104,37403,2023-05-06 16:02:40,2023-05-07 04:35:35,2023-05-06 18:08:38,2023-05-07 04:32:01,2023-05-07 04:35:35,308.31495772949,285.380628347158,1300,92.561,10.273515039,63.551831,PROTONS,1150,120.0,6799.68,25ns_1163b_1150_773_941_164bpi_11inj_hybrid_3INDIV_bs250ns
8728,367091,367097,13568,2023-05-06 10:01:30,2023-05-06 16:02:40,2023-05-06 11:22:16,2023-05-06 15:08:24,2023-05-06 16:02:40,124.355660838498,114.785580897352,626,92.304,10.569025586,65.379854,PROTONS,1150,120.0,6799.68,25ns_1163b_1150_773_941_164bpi_11inj_hybrid_3INDIV_bs250ns
8727,367090,367090,,2023-05-06 09:53:20,2023-05-06 10:01:30,,,2023-05-06 10:01:30,,,0,,,,PROTONS,,,,
8726,367081,367089,,2023-05-06 08:35:02,2023-05-06 09:53:20,,,2023-05-06 09:53:20,,,0,,,,PROTONS,,,,
8725,367078,367079,16823,2023-05-06 00:50:58,2023-05-06 08:35:02,2023-05-06 03:50:48,2023-05-06 08:31:11,2023-05-06 08:35:02,133.874878727909,125.058793037644,456,93.415,8.915405469,64.323701,PROTONS,986,120.0,6799.56,25ns_999b_986_649_787_164bpi_10inj_hybrid_3INDIV_bs250ns
8724,367067,367077,11744,2023-05-05 17:31:45,2023-05-06 00:50:58,2023-05-05 20:58:14,2023-05-06 00:13:58,2023-05-06 00:50:58,92.131595609035,72.027656372657,1914,78.179,8.950194531,64.5747,PROTONS,986,120.0,6799.56,25ns_999b_986_649_787_164bpi_10inj_hybrid_3INDIV_bs250ns
8723,367045,367066,18915,2023-05-05 08:41:57,2023-05-05 17:31:45,2023-05-05 11:38:10,2023-05-05 16:53:25,2023-05-05 17:31:45,60.02883564636,54.181816105753,1162,90.26,3.473763184,64.020601,PROTONS,986,120.0,6799.68,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns
8722,,,,2023-05-05 08:41:09,2023-05-05 08:41:57,,,2023-05-05 08:41:57,,,0,,,,PROTONS,,,,
8721,367039,367044,,2023-05-04 23:31:42,2023-05-05 08:41:09,,,2023-05-05 08:41:09,,,0,,,,PROTONS,,,,
8720,,,,2023-05-04 22:02:37,2023-05-04 23:31:42,,,2023-05-04 23:31:42,,,0,,,,PROTONS,,,,
8719,,,,2023-05-04 21:15:26,2023-05-04 22:02:37,,,2023-05-04 22:02:37,,,0,,,,PROTONS,,,,
8718,,,,2023-05-04 21:08:24,2023-05-04 21:15:26,,,2023-05-04 21:15:26,,,0,,,,PROTONS,,,,
8717,,,,2023-05-04 20:59:55,2023-05-04 21:08:24,,,2023-05-04 21:08:24,,,0,,,,PROTONS,,,,
8716,367036,367036,,2023-05-04 20:21:54,2023-05-04 20:59:55,,,2023-05-04 20:59:55,,,0,,,,PROTONS,,,,
8715,,,,2023-05-04 19:29:27,2023-05-04 20:21:54,,,2023-05-04 20:21:54,,,0,,,,PROTONS,,,,
8714,,,,2023-05-04 19:02:32,2023-05-04 19:29:27,,,2023-05-04 19:29:27,,,0,,,,PROTONS,,,,
8713,,,,2023-05-04 18:29:06,2023-05-04 19:02:32,,,2023-05-04 19:02:32,,,0,,,,PROTONS,,,,
8712,,,,2023-05-04 18:24:10,2023-05-04 18:29:06,,,2023-05-04 18:29:06,,,0,,,,PROTONS,,,,
8711,367035,367035,,2023-05-04 17:49:08,2023-05-04 18:24:10,,,2023-05-04 18:24:10,,,0,,,,PROTONS,,,,
8710,367027,367034,,2023-05-04 16:03:57,2023-05-04 17:49:08,,,2023-05-04 17:49:08,,,0,,,,PROTONS,,,,
8709,367011,367025,,2023-05-04 12:13:37,2023-05-04 16:03:57,,,2023-05-04 16:03:57,,,0,,,,PROTONS,1,,,2nominals_15pilots_lossmaps_coll_allIPs
8708,367009,367009,,2023-05-04 11:37:33,2023-05-04 12:13:37,,,2023-05-04 12:13:37,,,0,,,,PROTONS,,,,
8707,366980,367008,,2023-05-04 01:24:01,2023-05-04 11:37:33,,,2023-05-04 11:37:33,,,0,,,,PROTONS,,,,
8706,,,,2023-05-03 22:38:48,2023-05-04 01:24:01,,,2023-05-04 01:24:01,,,0,,,,PROTONS,,,,
8705,,,,2023-05-03 21:51:02,2023-05-03 22:38:48,,,2023-05-03 22:38:48,,,0,,,,PROTONS,,,,
8704,366974,366977,,2023-05-03 17:21:35,2023-05-03 21:51:02,,,2023-05-03 21:51:02,,,0,,,,PROTONS,1,,,2nominals_13pilots_lossmaps_coll_allIPs
8703,366964,366973,,2023-05-03 13:33:32,2023-05-03 17:21:35,,,2023-05-03 17:21:35,,,0,,,,PROTONS,1,,,2nominals_13pilots_lossmaps_coll_allIPs
8702,366943,366962,,2023-05-03 09:28:52,2023-05-03 13:33:32,,,2023-05-03 13:33:32,,,0,,,,PROTONS,1,,,2nominals_13pilots_lossmaps_coll_allIPs
8701,366924,366936,27343,2023-05-02 21:57:38,2023-05-03 09:28:52,2023-05-03 00:55:26,2023-05-03 08:31:09,2023-05-03 09:28:52,220.577505363738,207.344106584592,562,94.001,9.198126367,66.363504,PROTONS,986,120.0,6799.56,25ns_999b_986_649_787_164bpi_10inj_hybrid_3INDIV_bs250ns
8700,366920,366923,,2023-05-02 17:33:11,2023-05-02 21:57:38,,,2023-05-02 21:57:38,,,0,,,,PROTONS,1,,,2nominals_13pilots_lossmaps_coll_allIPs
8699,,,,2023-05-02 17:32:32,2023-05-02 17:33:11,,,2023-05-02 17:33:11,,,0,,,,,,,,
8698,366905,366919,,2023-05-02 10:56:26,2023-05-02 17:32:32,,,2023-05-02 17:32:32,,,0,,,,PROTONS,,,,
8697,366896,366901,,2023-05-02 09:46:10,2023-05-02 10:56:26,,,2023-05-02 10:56:26,,,0,,,,PROTONS,,,,
8696,366877,366895,41294,2023-05-01 19:20:50,2023-05-02 09:46:10,2023-05-01 22:15:09,2023-05-02 09:43:23,2023-05-02 09:46:10,269.389871657543,246.4863100434,1836,91.498,9.280082813,66.954809,PROTONS,986,120.0,6799.56,25ns_999b_986_649_787_164bpi_10inj_hybrid_3INDIV_bs250ns
8695,366865,366876,28773,2023-05-01 09:07:09,2023-05-01 19:20:50,2023-05-01 11:19:44,2023-05-01 19:19:17,2023-05-01 19:20:50,188.347236817353,171.947022297423,1472,91.293,8.401871419,66.558961,PROTONS,898,120.0,6799.68,25ns_911b_898_591_744_128bpi_11inj_hybrid_3INDIV_bs250ns
8694,366855,366864,,2023-05-01 06:32:08,2023-05-01 09:07:09,,,2023-05-01 09:07:09,,,0,,,,PROTONS,898,,,25ns_911b_898_591_744_128bpi_11inj_hybrid_3INDIV_bs250ns
8693,,,,2023-05-01 06:31:40,2023-05-01 06:32:08,,,2023-05-01 06:32:08,,,0,,,,,,,,
8692,366844,366852,3339,2023-04-30 22:45:24,2023-05-01 06:31:40,2023-05-01 01:01:52,2023-05-01 01:57:31,2023-05-01 06:31:40,10.686601482897,10.086892124812,69,94.388,3.592507715,66.209035,PROTONS,386,120.0,6799.56,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns
8691,366834,366843,13616,2023-04-30 16:26:56,2023-04-30 22:45:24,2023-04-30 18:24:02,2023-04-30 22:10:58,2023-04-30 22:45:24,44.491179280312,39.650718869801,805,89.12,3.642645312,67.133057,PROTONS,386,120.0,6799.56,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns
8690,366828,366833,26612,2023-04-30 06:47:29,2023-04-30 16:26:56,2023-04-30 08:55:39,2023-04-30 16:19:11,2023-04-30 16:26:56,74.285600231923,67.963597739544,1089,91.49,3.56796665,65.756747,PROTONS,386,120.0,6799.56,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns
8689,,,,2023-04-30 06:14:12,2023-04-30 06:47:29,,,2023-04-30 06:47:29,,,0,,,,PROTONS,,,,
8688,366826,366826,,2023-04-30 04:00:40,2023-04-30 06:14:12,,,2023-04-30 06:14:12,,,0,,,,PROTONS,,,,
8687,366823,366825,,2023-04-30 03:08:15,2023-04-30 04:00:40,,,2023-04-30 04:00:40,,,0,,,,PROTONS,,,,
8686,366806,366821,31484,2023-04-29 16:02:32,2023-04-30 03:08:15,2023-04-29 18:16:31,2023-04-30 03:01:15,2023-04-30 03:08:15,85.519815842938,81.624915007294,281,95.446,3.615687793,66.636237,PROTONS,398,120.0,6799.56,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns
8685,366792,366804,29352,2023-04-29 05:16:23,2023-04-29 16:02:32,2023-04-29 07:43:19,2023-04-29 15:52:31,2023-04-29 16:02:32,75.660073566726,66.470070141648,2650,87.854,3.583005322,64.042936,PROTONS,398,120.0,6799.56,25ns_411b_398_320_338_36bpi_15inj_3INDIV
8684,,,,2023-04-29 03:58:57,2023-04-29 05:16:23,,,2023-04-29 05:16:23,,,0,,,,PROTONS,,,,
8683,366790,366791,,2023-04-28 22:19:43,2023-04-29 03:58:57,,,2023-04-29 03:58:57,,,0,,,,PROTONS,398,,,25ns_411b_398_320_338_36bpi_15inj_3INDIV
8682,366786,366789,,2023-04-28 20:38:42,2023-04-28 22:19:43,,,2023-04-28 22:19:43,,,0,,,,PROTONS,,,,
8681,366780,366784,,2023-04-28 18:22:13,2023-04-28 20:38:42,,,2023-04-28 20:38:42,,,0,,,,PROTONS,398,,,25ns_411b_398_320_338_36bpi_15inj_3INDIV
8680,366770,366777,,2023-04-28 15:24:35,2023-04-28 18:22:13,,,2023-04-28 18:22:13,,,0,,,,PROTONS,398,,,25ns_411b_398_320_338_36bpi_15inj_3INDIV
8679,366767,366769,,2023-04-28 14:00:08,2023-04-28 15:24:35,,,2023-04-28 15:24:35,,,0,,,,PROTONS,,,,
8678,366761,366763,,2023-04-28 12:29:45,2023-04-28 14:00:08,,,2023-04-28 14:00:08,,,0,,,,PROTONS,,,,
8677,366756,366760,,2023-04-28 10:23:57,2023-04-28 12:29:45,,,2023-04-28 12:29:45,,,0,,,,PROTONS,,,,
8676,366731,366750,,2023-04-28 03:22:57,2023-04-28 10:23:57,,,2023-04-28 10:23:57,,,0,,,,PROTONS,,,,
8675,366718,366730,19142,2023-04-27 18:58:15,2023-04-28 03:22:57,2023-04-27 21:50:16,2023-04-28 03:09:18,2023-04-28 03:22:57,55.300751830626,50.304608505816,1317,90.966,3.770167594,67.388289,PROTONS,398,120.0,6799.56,25ns_411b_398_320_338_36bpi_15inj_3INDIV
8674,366702,366716,,2023-04-27 16:41:33,2023-04-27 18:58:15,,,2023-04-27 18:58:15,,,0,,,,PROTONS,398,,,25ns_411b_398_320_338_36bpi_15inj_3INDIV
8673,366684,366699,,2023-04-27 14:19:58,2023-04-27 16:41:33,,,2023-04-27 16:41:33,,,0,,,,PROTONS,,,,
8672,366643,366681,,2023-04-27 10:02:16,2023-04-27 14:19:58,,,2023-04-27 14:19:58,,,0,,,,PROTONS,,,,
8671,366627,366642,,2023-04-27 08:29:12,2023-04-27 10:02:16,,,2023-04-27 10:02:16,,,0,,,,PROTONS,,,,
8670,,,,2023-04-27 08:18:57,2023-04-27 08:29:12,,,2023-04-27 08:29:12,,,0,,,,PROTONS,,,,
8669,366622,366625,,2023-04-27 02:24:47,2023-04-27 08:18:57,,,2023-04-27 08:18:57,,,0,,,,PROTONS,,,,
8668,,,,2023-04-27 01:19:45,2023-04-27 02:24:47,,,2023-04-27 02:24:47,,,0,,,,PROTONS,,,,
8667,,,,2023-04-26 21:31:13,2023-04-27 01:19:45,,,2023-04-27 01:19:45,,,0,,,,PROTONS,,,,
8666,,,,2023-04-26 21:01:04,2023-04-26 21:31:13,,,2023-04-26 21:31:13,,,0,,,,PROTONS,,,,
8665,,,,2023-04-26 19:07:57,2023-04-26 21:01:04,,,2023-04-26 21:01:04,,,0,,,,PROTONS,,,,
8664,366619,366621,,2023-04-26 14:17:04,2023-04-26 19:07:57,,,2023-04-26 19:07:57,,,0,,,,PROTONS,,,,
