0.1 0.003 2.7575987101195034
0.1 0.0032 1.5080827363149263
0.1 0.0035 0.5787309403000952
0.1 0.0037 0.4436986942583586
0.1 0.004 0.23077732287699182
0.1 0.005 0.05268290393395632
0.35 0.0032 2.116109815121976
0.35 0.0035 1.3413112150491502
0.35 0.0037 0.8795040147450972
0.35 0.004 0.5289625403718834
0.35 0.005 0.14134510326831165
0.35 0.006 0.0625007687461942
0.35 0.007 0.03267589494322277
0.35 0.008 0.022362810067070898
0.3 0.0032 1.9583619530794274
0.3 0.0035 1.2214968612627661
0.3 0.0037 0.7651851504840982
0.3 0.004 0.5096342465476708
0.3 0.005 0.13118739288606598
0.3 0.006 0.049777480007416136
0.3 0.007 0.0271576997772226
0.4 0.0032 4.995581313741937
0.4 0.0035 2.925275666235155
0.4 0.0037 2.293305827449462
0.4 0.004 1.241611173623149
0.4 0.0043 0.9377065839448334
0.4 0.0045 0.5966822091395138
0.4 0.005 0.3855727158758676
0.4 0.006 0.13940713163816693
0.4 0.007 0.08131654261372297
0.4 0.008 0.04923282162007258
0.4 0.009 0.03720555856797622
0.4 0.01 0.027892160564819957
0.5 0.0035 4.726109846188399
0.5 0.0037 3.145889005729715
0.5 0.004 2.4290876106221995
0.5 0.0043 1.3518964944202676
0.5 0.0045 0.9567542844960573
0.5 0.005 0.5506437223573255
0.5 0.006 0.2435680551637855
0.5 0.007 0.13048145766580393
0.5 0.008 0.081845932206648
0.5 0.009 0.058990365109085646
0.5 0.01 0.045705495080946824
0.7 0.004 3.1626086256040855
0.7 0.0045 1.4235496012313058
0.7 0.005 0.8359900222147789
0.7 0.0053 0.6591753612551643
0.7 0.006 0.34537381312330023
0.7 0.007 0.1754431349949882
0.7 0.008 0.11268708888036937
0.7 0.009 0.08008754525869256
0.7 0.01 0.06129122184739096
0.7 0.02 0.013110648093969252
0.9 0.0037 4.838683304819176
0.9 0.004 3.0183830163681664
0.9 0.0043 1.8401915551971157
0.9 0.0045 1.6003231147570773
0.9 0.005 0.8364358392175035
0.9 0.0053 0.5982075965099267
