mass,up_unc,down_unc
3.4844,0.6436,0.1194
3.5145,0.645,0.1196
3.5449,0.6464,0.1198
3.5756,0.6476,0.1199
3.6065,0.6485,0.12
3.6377,0.6485,0.12
3.6692,0.6474,0.1199
3.7009,0.6463,0.1197
3.7329,0.6455,0.1196
3.7652,0.6455,0.1196
3.7978,0.6453,0.1196
3.8306,0.6453,0.1196
3.8637,0.6447,0.1195
3.8972,0.6436,0.1194
3.9309,0.6419,0.1191
3.9649,0.6406,0.1189
3.9992,0.6386,0.1187
4.0338,0.6367,0.1184
4.0686,0.6343,0.1181
4.1038,0.6317,0.1178
4.1393,0.6283,0.1173
4.1751,0.624,0.1168
4.2113,0.6187,0.1161
4.2477,0.6129,0.1153
4.2844,0.607,0.1146
4.3215,0.5989,0.1135
4.3589,0.5889,0.1123
4.3966,0.5756,0.1106
4.4346,0.56,0.1088
4.4729,0.5429,0.1067
4.5116,0.5236,0.1045
4.5507,0.4994,0.1018
4.59,0.4688,0.0986
4.6297,0.4279,0.0947
4.6698,0.3697,0.0898
4.7102,0.2725,0.0844
4.7509,0.1845,0.0878
4.792,0.178,0.0878
4.8335,0.1702,0.0879
4.8753,0.1608,0.088
4.9174,0.1492,0.0884
4.96,0.1347,0.0893
5.0029,0.116,0.0918
5.0461,0.1108,0.0948
5.0898,0.1069,0.0954
5.1338,0.1027,0.0964
5.1776,0.1,0.1
5.188,0.2,0.2
5.297,0.2,0.2
5.333,0.2,0.2
5.37,0.2,0.2
5.483,0.2,0.2
5.521,0.2,0.2
5.559,0.2,0.2
5.598,0.2,0.2
5.636,0.2,0.2
5.675,0.2,0.2
5.715,0.2,0.2
5.754,0.2,0.2
5.794,0.2,0.2
5.834,0.2,0.2
5.875,0.2,0.2
5.916,0.2,0.2
5.957,0.2,0.2
6.039,0.2,0.2
6.081,0.2,0.2
6.124,0.2,0.2
6.166,0.2,0.2
6.209,0.2,0.2
6.252,0.2,0.2
6.295,0.2,0.2
6.339,0.2,0.2
6.383,0.2,0.2
6.427,0.2,0.2
6.471,0.2,0.2
6.516,0.2,0.2
6.561,0.2,0.2
6.607,0.2,0.2
6.653,0.2,0.2
6.699,0.2,0.2
6.839,0.2,0.2
6.887,0.2,0.2
6.934,0.2,0.2
6.982,0.2,0.2
7.031,0.2,0.2
7.079,0.2,0.2
7.129,0.2,0.2
7.178,0.2,0.2
7.228,0.2,0.2
7.278,0.2,0.2
7.328,0.2,0.2
7.379,0.2,0.2
7.43,0.2,0.2
7.482,0.2,0.2
7.534,0.2,0.2
7.586,0.2,0.2
7.638,0.2,0.2
7.691,0.2,0.2
7.745,0.2,0.2
7.798,0.2,0.2
7.852,0.2,0.2
7.907,0.2,0.2
7.962,0.2,0.2
8.017,0.2,0.2
8.072,0.2,0.2
8.128,0.2,0.2
8.185,0.2,0.2
8.241,0.2,0.2
8.299,0.2,0.2
8.356,0.2,0.2
8.414,0.2,0.2
8.472,0.2,0.2
8.531,0.2,0.2
8.59,0.2,0.2
8.65,0.2,0.2
8.77,0.2,0.2
8.892,0.2,0.2
8.954,0.2,0.2
9.016,0.2,0.2
9.078,0.2,0.2
9.141,0.2,0.2
9.204,0.2,0.2
9.268,0.2,0.2
9.333,0.2,0.2
9.397,0.2,0.2
9.462,0.2,0.2
9.528,0.2,0.2
9.594,0.2,0.2
9.661,0.2,0.2
9.727,0.2,0.2
9.795,0.2,0.2
9.863,0.2,0.2
9.931,0.2,0.2
10.0,0.2,0.2
10.069,0.2,0.2
10.139,0.2,0.2
10.209,0.2,0.2
10.28,0.2,0.2
10.351,0.2,0.2
10.423,0.2,0.2
10.495,0.2,0.2
10.568,0.2,0.2
10.641,0.2,0.2
10.715,0.2,0.2
10.789,0.2,0.2
10.864,0.2,0.2
10.94,0.2,0.2
11.015,0.2,0.2
11.092,0.2,0.2
11.169,0.2,0.2
11.246,0.2,0.2
11.324,0.2,0.2
11.402,0.2,0.2
11.482,0.2,0.2
11.561,0.2,0.2
11.641,0.2,0.2
11.722,0.2,0.2
11.885,0.2,0.2
11.967,0.2,0.2
12.05,0.2,0.2
12.134,0.2,0.2
12.218,0.2,0.2
12.303,0.2,0.2
12.388,0.2,0.2
12.474,0.2,0.2
12.56,0.2,0.2
12.647,0.2,0.2
12.735,0.2,0.2
12.823,0.2,0.2
12.912,0.2,0.2
13.002,0.2,0.2
13.092,0.2,0.2
13.183,0.2,0.2
13.274,0.2,0.2
13.366,0.2,0.2
13.459,0.2,0.2
13.552,0.2,0.2
13.646,0.2,0.2
13.74,0.2,0.2
13.836,0.2,0.2
14.125,0.2,0.2
14.223,0.2,0.2
14.322,0.2,0.2
14.421,0.2,0.2
14.521,0.2,0.2
14.622,0.2,0.2
14.723,0.2,0.2
14.825,0.2,0.2
14.928,0.2,0.2
15.031,0.2,0.2
15.136,0.2,0.2
15.241,0.2,0.2
15.346,0.2,0.2
15.453,0.2,0.2
15.56,0.2,0.2
15.668,0.2,0.2
15.776,0.2,0.2
15.885,0.2,0.2
15.996,0.2,0.2
16.106,0.2,0.2
16.218,0.2,0.2
16.331,0.2,0.2
16.444,0.2,0.2
16.558,0.2,0.2
16.672,0.2,0.2
16.788,0.2,0.2
16.904,0.2,0.2
17.022,0.2,0.2
17.14,0.2,0.2
17.258,0.2,0.2
17.378,0.2,0.2
17.498,0.2,0.2
17.62,0.2,0.2
17.742,0.2,0.2
17.865,0.2,0.2
17.989,0.2,0.2
18.113,0.2,0.2
18.239,0.2,0.2
18.365,0.2,0.2
18.493,0.2,0.2
18.621,0.2,0.2
18.75,0.2,0.2
18.88,0.2,0.2
19.011,0.2,0.2
19.143,0.2,0.2
19.275,0.2,0.2
19.409,0.2,0.2
19.543,0.2,0.2
19.679,0.2,0.2
19.815,0.2,0.2
19.953,0.2,0.2
20.091,0.2,0.2
20.23,0.2,0.2
20.37,0.2,0.2
20.512,0.2,0.2
20.654,0.2,0.2
20.797,0.2,0.2
20.941,0.2,0.2
21.086,0.2,0.2
21.232,0.2,0.2
21.38,0.2,0.2
21.528,0.2,0.2
21.677,0.2,0.2
21.827,0.2,0.2
21.979,0.2,0.2
22.131,0.2,0.2
22.284,0.2,0.2
22.439,0.2,0.2
22.594,0.2,0.2
22.751,0.2,0.2
23.067,0.2,0.2
23.227,0.2,0.2
23.388,0.2,0.2
23.55,0.2,0.2
23.714,0.2,0.2
23.878,0.2,0.2
24.044,0.2,0.2
24.21,0.2,0.2
24.378,0.2,0.2
24.547,0.2,0.2
24.717,0.2,0.2
24.889,0.2,0.2
25.061,0.2,0.2
25.235,0.2,0.2
25.41,0.2,0.2
25.586,0.2,0.2
25.763,0.2,0.2
25.942,0.2,0.2
26.122,0.2,0.2
26.303,0.2,0.2
26.669,0.2,0.2
26.853,0.2,0.2
27.04,0.2,0.2
27.227,0.2,0.2
27.416,0.2,0.2
27.606,0.2,0.2
27.797,0.2,0.2
27.99,0.2,0.2
28.184,0.2,0.2
28.379,0.2,0.2
29.174,0.2,0.2
29.376,0.2,0.2
29.58,0.2,0.2
29.785,0.2,0.2
29.992,0.2,0.2
30.2,0.2,0.2
30.409,0.2,0.2
30.62,0.2,0.2
30.832,0.2,0.2
31.046,0.2,0.2
31.261,0.2,0.2
31.477,0.2,0.2
31.696,0.2,0.2
32.137,0.2,0.2
32.359,0.2,0.2
32.584,0.2,0.2
32.81,0.2,0.2
33.037,0.2,0.2
33.266,0.2,0.2
34.674,0.2,0.2
34.914,0.2,0.2
35.156,0.2,0.2
35.4,0.2,0.2
35.645,0.2,0.2
35.892,0.2,0.2
36.141,0.2,0.2
36.392,0.2,0.2
36.644,0.2,0.2
36.898,0.2,0.2
37.154,0.2,0.2
37.411,0.2,0.2
37.67,0.2,0.2
38.194,0.2,0.2
38.459,0.2,0.2
38.726,0.2,0.2
38.994,0.2,0.2
39.264,0.2,0.2
40.087,0.2,0.2
40.365,0.2,0.2
40.644,0.2,0.2
40.926,0.2,0.2
41.21,0.2,0.2
41.495,0.2,0.2
41.783,0.2,0.2
42.073,0.2,0.2
42.364,0.2,0.2
42.658,0.2,0.2
42.954,0.2,0.2
43.251,0.2,0.2
43.551,0.2,0.2
43.853,0.2,0.2
44.157,0.2,0.2
44.463,0.2,0.2
44.771,0.2,0.2
45.082,0.2,0.2
45.394,0.2,0.2
45.709,0.2,0.2
46.026,0.2,0.2
46.345,0.2,0.2
46.666,0.2,0.2
46.989,0.2,0.2
47.315,0.2,0.2
47.643,0.2,0.2
47.973,0.2,0.2
48.306,0.2,0.2
48.641,0.2,0.2
48.978,0.2,0.2
49.317,0.2,0.2
49.659,0.2,0.2
50.003,0.2,0.2
50.35,0.2,0.2
50.699,0.2,0.2
51.05,0.2,0.2
51.404,0.2,0.2
51.761,0.2,0.2
52.119,0.2,0.2
52.481,0.2,0.2
53.58,0.2,0.2
53.951,0.2,0.2
54.325,0.2,0.2
54.702,0.2,0.2
55.081,0.2,0.2
55.463,0.2,0.2
55.847,0.2,0.2
56.234,0.2,0.2
56.624,0.2,0.2
57.016,0.2,0.2
57.412,0.2,0.2
57.81,0.2,0.2
58.21,0.2,0.2
58.614,0.2,0.2
59.02,0.2,0.2
59.429,0.2,0.2
59.841,0.2,0.2
61.518,0.2,0.2
61.944,0.2,0.2
62.373,0.2,0.2
62.806,0.2,0.2
63.241,0.2,0.2
63.68,0.2,0.2
64.121,0.2,0.2
64.565,0.2,0.2
65.013,0.2,0.2
65.464,0.2,0.2
65.917,0.2,0.2
66.374,0.2,0.2
66.834,0.2,0.2
67.298,0.2,0.2
67.764,0.2,0.2
68.234,0.2,0.2
68.707,0.2,0.2
69.183,0.2,0.2
69.663,0.2,0.2
70.146,0.2,0.2
70.632,0.2,0.2
71.121,0.2,0.2
71.614,0.2,0.2
72.111,0.2,0.2
72.611,0.2,0.2
73.114,0.2,0.2
73.621,0.2,0.2
74.131,0.2,0.2
74.645,0.2,0.2
75.162,0.2,0.2
75.683,0.2,0.2
76.208,0.2,0.2
76.736,0.2,0.2
77.268,0.2,0.2
77.804,0.2,0.2
78.343,0.2,0.2
78.886,0.2,0.2
79.433,0.2,0.2
