x,y
0.10000000000000003,0.0034174614250356413
0.1521924780805239,0.0035000000000000022
0.3,0.0036736588397827245
0.3047671020538364,0.0036790315045001393
0.3255095035817571,0.0037000000000000023
0.34223965505085846,0.003742196281937529
0.35,0.003742196281937529
0.3576304105744881,0.003949948869862967
0.36911911142349363,0.004000000000000003
0.38307659631647206,0.00420049282998789
0.4,0.00438222978667446
0.4250989134117128,0.004444549737713439
0.4573050519273264,0.0045000000000000005
0.5,0.004660848758930788
0.6633115419532218,0.005000000000000004
0.7,0.005085477188741872
0.8421935186870275,0.005077554253444952
0.9,0.005053957797767393
0.9893681737135689,0.005029644224726458
1.0,0.005036551017731929
1.1517391052435606,0.005136291159143125
1.3,0.005170464293001971
1.3219452990561886,0.0052639961241072565
1.5,0.005968310102046513
1.5104283201052464,0.006051243680837183
1.5016880004190456,0.006027604611605756
1.51589606343497,0.006740162349282634
1.52207151881939,0.007297529228482922
1.529718602350302,0.008284764006581263
1.5343507893894666,0.009173184413284649
1.5375426795615248,0.010000000000000007
1.54500938698632,0.016979444558691763
1.6931154219602227,0.020000000000000007
1.7,0.020347005341312303
1.7411836623254164,0.022531382690439392
1.7628926513029854,0.023
1.7843213466005232,0.024386720683449804
1.8119810111377006,0.025000000000000005
1.8297684901387201,0.026075648429444653
1.8632800607034814,0.027
1.878921190124807,0.028115544816680733
1.959780180942942,0.030000000000000002
1.9999999999999998,0.03126046031378795
2.0916279263493154,0.03200715357111879
2.356608057076124,0.033000000000000015
2.4149172183337666,0.03330268365181669
2.5,0.03358769270990052
2.565073308870407,0.03424779307099032
2.704185939485333,0.03500000000000001
3.1688140143329253,0.03814738043044867
3.2403703492039306,0.0384707681233427
3.5,0.0395770076532956
3.5188727471215535,0.03969934896969377
3.558837419033252,0.040000000000000015
3.7,0.04130922083721144
3.8700560336413767,0.04396551346990203
3.9999999999999996,0.045120535586600286
4.103392287648368,0.04764011869471407
4.306330470418944,0.05000000000000002
4.387717077262826,0.05199444950675751
4.5,0.05339641274224025
4.625423733326038,0.060000000000000005
4.7,0.06425477084905865
4.779259369131363,0.07000000000000002
4.824937010526057,0.07559644998413234
4.920063949127331,0.08
4.939578177432167,0.08187305746010391
4.999999999999999,0.08397553712349505
5.113396380216649,0.08754001603023479
5.20695606130291,0.08999999999999998
5.275818263528698,0.09167803412522568
5.3053523853434665,0.09300000000000003
5.350204917845848,0.09357506730728121
5.3876749574344025,0.09500000000000003
5.308462034428359,0.0981104777221925
5.293132073441145,0.10000000000000003
5.5,0.10958413428103266
5.6896493963572246,0.110762694932612
5.999999999999999,0.10945049044131891
6.170000413440145,0.10959044226441893
6.499999999999999,0.11165427556371357
6.723884813222266,0.11531253574006435
6.999999999999999,0.11830278267683728
7.323403499882408,0.1189607487539123
7.999999999999997,0.12043348604470355
8.794166675537491,0.12347004953773867
9.0,0.12521770235038138
9.111651684387638,0.12606936221995255
9.748888167326225,0.13
10.000000000000002,0.1324340200898787
11.457021372329086,0.13481150208207016
11.999999999999998,0.1353208589503768
13.01431309827441,0.13694386822311377
14.999999999999998,0.1407569887101009
15.781542196424564,0.14153759722097684
17.0,0.14435921052671483
17.494615627252983,0.14625946530355444
19.20369178808375,0.15000000000000002
19.999999999999993,0.1521006252410042
24.86430645171175,0.17000000000000004
24.99999999999999,0.1710263531575866
25.909449217557977,0.18546425151691828
26.999999999999996,0.18490828627848815
28.179418128316897,0.18723558860179712
29.999999999999996,0.18496076180999965
30.548216854876642,0.19391865556942237
31.260460313787945,0.20000000000000004
29.999999999999996,0.226014802381381
27.695465920402636,0.2205640777502104
28.43451128025051,0.3
